timestamp,price_dollar,sells
1656637200000,21.491,2
1656723600000,11.236,61
1656810000000,9.474,58
1656896400000,9.649,60
1656982800000,7.47,45
1657069200000,7.488,40
1657155600000,7.264,57
1657242000000,8.26,42
1657328400000,8.317,39
1657414800000,8.635,36
1657501200000,8.801,36
1657587600000,8.643,40
1657674000000,9.427,19
1657760400000,8.483,31
1657846800000,9.552,30
1657933200000,8.973,36
1658019600000,9.571,25
1658106000000,8.244,31
1658192400000,8.031,22
1658278800000,8.589,24
1658365200000,7.831,28
1658451600000,7.749,28
1658538000000,7.225,34
1658624400000,6.465,35
1658710800000,6.617,39
1658797200000,6.053,38
1658883600000,6.08,33
1658970000000,6.744,35
1659056400000,6.659,21
1659142800000,6.601,46
1659229200000,7.191,26
1659315600000,6.782,30
1659402000000,6.543,24
1659488400000,6.855,35
1659574800000,6.863,30
1659661200000,6.663,37
1659747600000,6.837,32
1659834000000,6.489,53
1659920400000,6.633,24
1660006800000,6.489,15
1660093200000,6.457,37
1660179600000,6.128,40
1660266000000,5.918,50
1660352400000,6.131,44
1660438800000,6.322,35
1660525200000,6.355,41
1660611600000,5.969,42
1660698000000,5.634,60
1660784400000,5.531,29
1660870800000,5.612,62
1660957200000,5.642,39
1661043600000,5.732,50
1661130000000,6.181,26
1661216400000,5.659,24
1661302800000,5.516,27
1661389200000,5.654,36
1661475600000,6.035,45
1661562000000,5.36,25
1661648400000,5.7,31
1661734800000,5.554,44
1661821200000,5.489,37
1661907600000,5.934,32
1661994000000,5.963,36
1662080400000,5.87,48
1662166800000,5.757,32
1662253200000,5.54,34
1662339600000,6.243,25
1662426000000,5.89,17
1662512400000,5.823,31
1662598800000,5.776,24
1662685200000,5.733,32
1662771600000,5.757,52
1662858000000,5.912,30
1662944400000,5.659,32
1663030800000,5.334,24
1663117200000,4.752,25
1663203600000,5.013,56
1663290000000,5.582,59
1663376400000,5.296,42
1663462800000,5.042,20
1663549200000,4.979,32
1663635600000,4.902,32
1663722000000,4.869,32
1663808400000,4.518,29
1663894800000,4.65,36
1663981200000,4.439,35
1664067600000,4.164,26
1664154000000,4.031,28
1664240400000,3.838,39
1664326800000,3.917,53
1664413200000,3.985,30
1664499600000,4.089,34
1664586000000,4.133,40
1664672400000,4.013,34
1664758800000,4.301,25
1664845200000,4.102,32
1664931600000,4.197,28
1665018000000,4.148,30
1665104400000,4.129,27
1665190800000,4.228,44
1665277200000,4.316,24
1665363600000,4.367,23
1665450000000,4.321,28
1665536400000,4.421,12
1665622800000,4.346,27
1665709200000,4.423,26
1665795600000,4.466,33
1665882000000,4.15,26
1665968400000,4.202,21
1666054800000,4.296,24
1666141200000,4.216,20
1666227600000,4.213,26
1666314000000,4.053,25
1666400400000,3.985,38
1666486800000,3.957,38
1666573200000,4.079,27
1666659600000,4.011,37
1666746000000,4.075,27
1666832400000,4.074,26
1666918800000,4.045,22
1667005200000,4.079,33
1667091600000,4.218,27
1667178000000,4.067,38
1667264400000,3.872,29
1667350800000,3.676,33
1667437200000,3.811,23
1667523600000,3.707,31
1667610000000,3.827,30
1667696400000,3.817,35
1667782800000,3.933,23
1667869200000,3.828,26
1667955600000,3.777,31
1668042000000,3.901,25
1668128400000,3.999,30
1668214800000,3.878,41
1668301200000,3.78,37
1668387600000,3.52,31
1668474000000,3.801,30
1668560400000,3.773,20
1668646800000,3.577,30
1668733200000,3.231,30
1668819600000,3.478,33
1668906000000,3.41,29
1668992400000,3.49,17
1669078800000,3.356,22
1669165200000,3.113,31
1669251600000,3.087,45
1669338000000,3.109,28
1669424400000,3.226,34
1669510800000,3.05,26
1669597200000,3.313,44
1669683600000,3.258,32
1669770000000,3.094,34
1669856400000,3.344,32
1669942800000,3.358,20
1670029200000,3.469,22
1670115600000,3.49,30
1670202000000,3.355,31
1670288400000,3.138,22
1670374800000,3.255,28
1670461200000,3.519,25
1670547600000,3.229,28
1670634000000,3.347,34
1670720400000,3.308,26
1670806800000,3.345,24
1670893200000,3.406,25
1670979600000,3.217,30
1671066000000,3.193,30
1671152400000,3.139,36
1671238800000,3.143,36
1671325200000,3.091,21
1671411600000,2.976,19
1671498000000,3.073,30
1671584400000,3.127,29
1671670800000,3.252,15
1671757200000,3.188,24
1671843600000,3.055,42
1671930000000,3.286,35
1672016400000,2.966,34
1672102800000,3.014,23
1672189200000,2.774,42
1672275600000,2.638,34
1672362000000,2.725,26
1672448400000,2.696,21
1672534800000,2.672,35
1672621200000,2.726,33
1672707600000,2.669,46
1672794000000,2.658,32
1672880400000,2.651,30
1672966800000,2.71,25
1673053200000,2.867,36
1673139600000,4.025,33
1673226000000,2.811,31
1673312400000,2.882,40
1673398800000,3.036,26
1673485200000,2.963,34
1673571600000,2.993,49
1673658000000,3.036,41
1673744400000,3.186,47
1673830800000,3.747,24
1673917200000,3.282,31
1674003600000,3.384,26
1674090000000,3.169,25
1674176400000,3.277,30
1674262800000,3.235,68
1674349200000,3.2,31
1674435600000,3.279,21
1674522000000,2.902,35
1674608400000,3.397,44
1674694800000,3.387,41
