timestamp,price_dollar,sells
1499389200000,17.072,1
1499475600000,9.057,2
1499562000000,8.949,8
1499648400000,9.755,5
1499734800000,10.83,3
1499821200000,10.401,3
1499907600000,11.438,2
1499994000000,10.718,1
1500080400000,9.653,7
1500166800000,9.951,5
1500253200000,9.922,4
1500339600000,13.5,1
1500426000000,10.612,3
1500512400000,11.678,3
1500598800000,13.032,5
1500685200000,13.698,8
1500771600000,6.477,73
1500858000000,6.158,40
1500944400000,6.34,32
1501030800000,10.044,13
1501117200000,10.023,9
1501203600000,9.338,8
1501290000000,9.501,3
1501376400000,7.544,7
1501462800000,8.075,7
1501549200000,7.565,10
1501635600000,7.388,4
1501722000000,6.818,9
1501808400000,6.088,2
1501894800000,7.233,5
1501981200000,6.777,7
1502067600000,6.724,7
1502154000000,8.17,5
1502413200000,7.273,4
1502499600000,7.921,1
1502586000000,7.678,2
1502672400000,7.111,3
1502845200000,6.509,4
1502931600000,6.319,4
1503018000000,7.201,2
1503104400000,7.17,5
1503190800000,7.281,7
1503277200000,7.279,1
1503363600000,7.248,4
1503450000000,7.401,3
1503536400000,7.217,2
1503622800000,7.885,3
1503795600000,6.376,1
1503968400000,6.626,4
1504054800000,7.556,2
1504141200000,7.722,1
1504227600000,7.768,2
1504314000000,7.443,3
1504400400000,8.932,1
1504486800000,9.751,3
1504573200000,10.384,1
1504659600000,9.511,1
1504832400000,10.027,4
1504918800000,9.378,2
1505005200000,10.15,1
1505178000000,8.86,1
1505264400000,8.336,1
1505437200000,7.766,1
1505523600000,8.263,2
1505782800000,8.591,1
1505869200000,8.015,2
1506042000000,8.446,2
1506128400000,8.188,3
1506387600000,7.228,1
1506474000000,7.764,2
1506646800000,8.478,4
1506733200000,8.619,1
1506819600000,8.359,1
1506992400000,7.23,2
1507078800000,7.245,3
1507251600000,8.445,2
1507424400000,7.89,1
1507510800000,8.041,2
1507683600000,8.376,2
1507856400000,8.048,2
1507942800000,8.718,2
1508029200000,8.108,2
1508115600000,8.697,2
1508202000000,8.71,1
1508374800000,8.593,2
1508461200000,8.346,1
1508547600000,10.111,4
1508634000000,9.271,2
1508806800000,10.928,1
1508979600000,8.231,1
1509152400000,8.808,3
1509238800000,6.929,1
1509498000000,10.825,1
1509584400000,10.814,1
1509670800000,10.882,1
1509757200000,10.96,1
1509843600000,10.214,2
1509930000000,8.137,2
1510016400000,7.015,1
1510102800000,8.176,2
1510189200000,10.38,1
1510534800000,10.18,3
1510621200000,10.115,1
1510707600000,10.378,1
1510880400000,7.128,1
1510966800000,7.074,1
1511139600000,9.418,1
1511312400000,7.208,1
1511398800000,7.154,1
1511571600000,8.335,1
1511658000000,6.802,1
1511744400000,8.348,1
1511830800000,8.5,1
1511917200000,8.487,3
1512176400000,6.838,2
1512262800000,8.48,1
1512349200000,7.25,3
1512435600000,8.039,2
1512522000000,10.17,1
1513040400000,9.4,1
1513213200000,7.843,1
1513299600000,7.694,2
1513558800000,8.34,1
1513645200000,7.819,1
1513731600000,8.29,1
1513990800000,7.08,1
1514077200000,8.143,2
1514163600000,8.24,1
1514250000000,8.25,1
1514336400000,9.41,1
1514509200000,6.758,2
1514768400000,5.358,1
1515027600000,5.18,1
1515114000000,8.448,2
1515200400000,7.955,2
1515546000000,7.184,2
1515632400000,9.448,1
1515718800000,9.397,1
1516237200000,6.123,1
1516323600000,6.088,1
1516410000000,6.782,2
1516496400000,7.83,2
1516842000000,9.33,1
1516928400000,8.689,2
1517014800000,7.425,2
1517360400000,6.426,1
1517792400000,6.18,1
1517878800000,5.8,1
1517965200000,6.22,1
1518224400000,6.513,1
1518310800000,6.76,1
1518829200000,6.696,1
1519174800000,6.63,1
1519261200000,5.343,1
1519347600000,6.38,2
1519693200000,7.425,1
1519779600000,7.688,1
1520038800000,7.733,2
1520557200000,6.504,2
1521075600000,8.516,2
1521334800000,8.952,2
1522026000000,9.311,1
1522112400000,9.32,1
1522803600000,9.857,1
1523062800000,9.843,1
1523754000000,9.997,1
1523840400000,9.547,1
1524272400000,9.523,1
1524358800000,9.923,3
1524704400000,10.183,1
1525136400000,13.29,1
1525309200000,14.38,1
1525914000000,14.327,1
1526086800000,8.229,1
1526605200000,14.231,1
1526778000000,14.727,1
1527037200000,14.275,1
1527296400000,15.046,1
1527728400000,11.741,1
1527814800000,11.754,1
1528333200000,16.292,1
1528419600000,16.63,1
1529715600000,15.147,1
1531962000000,13.91,1
1532307600000,14.04,1
1532480400000,14.78,1
1532739600000,16.06,1
1532912400000,14.009,1
1533603600000,16.733,1
1534122000000,10.349,1
1534899600000,17.257,1
1535158800000,10.759,1
1535590800000,18.997,1
1536109200000,11.821,1
1537146000000,11.431,1
1537491600000,11.665,1
1537837200000,16.786,1
1538269200000,13.671,1
1538874000000,11.945,2
1539392400000,14.794,1
1539997200000,15.997,1
1540170000000,16.203,1
1541379600000,16.312,1
1541552400000,16.35,1
1541811600000,18.36,1
1541984400000,19.418,4
1542243600000,29.629,1
1543971600000,23.5,1
1544058000000,23.42,1
1544576400000,28.288,1
1544835600000,29.27,2
1546304400000,38.227,1
1546563600000,34.065,1
1547254800000,39.048,1
1548464400000,21.625,1
1548550800000,21.364,1
1549587600000,39.071,1
1551834000000,37.613,1
1553043600000,39.28,4
1557709200000,39.64,6
1559523600000,30.375,1
1560819600000,58.017,1
1561942800000,38.818,1
1563066000000,37.958,5
1563670800000,45.012,1
1563930000000,55.97,1
1565053200000,54.209,2
1566867600000,40.861,1
1567558800000,57.275,1
1568941200000,53.537,1
1569114000000,53.557,1
1572224400000,63.596,1
1573693200000,56.876,1
1575075600000,48.737,1
1575507600000,62.942,1
1577235600000,62.58,1
1577408400000,42.789,1
1578618000000,60.977,1
1578790800000,63.744,1
1583283600000,64.337,1
1583888400000,71.787,1
1584147600000,82.152,1
1589763600000,94.658,1
1589850000000,94.722,1
1589936400000,100.815,1
1590541200000,155.237,1
1595206800000,250.539,1
1595898000000,349.522,2
1606870800000,333.337,1
1608426000000,198.98,1
1608512400000,200,1
1617584400000,251.36,1
1639962000000,337.918,1
1649984400000,391.755,1
