timestamp,price_dollar,sells
1499475600000,4.648,4
1499562000000,6.914,5
1499648400000,5.72,1
1499734800000,6.866,4
1499821200000,6.347,3
1499907600000,5.594,6
1499994000000,8.99,1
1500080400000,5.502,4
1500166800000,6.152,9
1500253200000,6.805,3
1500339600000,6.621,8
1500426000000,6.325,4
1500512400000,7.582,2
1500598800000,7.368,3
1500685200000,7.146,3
1500771600000,3.779,74
1500858000000,3.669,58
1500944400000,5.099,23
1501030800000,7.359,22
1501117200000,6.769,3
1501203600000,7.359,4
1501290000000,6.622,6
1501376400000,6.263,5
1501462800000,6.334,3
1501549200000,6.447,4
1501635600000,6.596,1
1501722000000,5.899,4
1501808400000,5.917,10
1501894800000,5.355,2
1502067600000,5.391,5
1502154000000,5.659,9
1502240400000,5.827,3
1502326800000,5.728,3
1502413200000,5.805,2
1502499600000,5.899,3
1502586000000,5.821,2
1502672400000,6.005,1
1502758800000,5.752,3
1502845200000,6.486,1
1503018000000,5.419,2
1503104400000,6.371,1
1503190800000,6.2,1
1503363600000,5.402,1
1503536400000,5.91,2
1503622800000,5.239,3
1503709200000,5.349,5
1503795600000,5.911,1
1503882000000,4.734,1
1503968400000,5.365,1
1504314000000,5.778,4
1504400400000,5.84,1
1504573200000,5.33,1
1504659600000,5.705,2
1504746000000,5.536,2
1504832400000,6.21,1
1504918800000,5.599,3
1505005200000,5.999,3
1505091600000,6.221,2
1505264400000,5.597,2
1505610000000,6.021,6
1505782800000,6.772,3
1505869200000,5.949,2
1506301200000,5.979,1
1506560400000,6.642,4
1506646800000,7.654,1
1506733200000,6.921,1
1506906000000,6.316,5
1506992400000,5.695,1
1507078800000,7.338,1
1507165200000,5.572,1
1507251600000,7.222,3
1507942800000,7.182,4
1508029200000,6.978,1
1508115600000,6.507,3
1508374800000,7.514,4
1508461200000,7.68,2
1508547600000,7.075,1
1508720400000,6.543,1
1508893200000,7.463,2
1508979600000,8.478,1
1509325200000,8.416,2
1509411600000,7.415,1
1509498000000,6.929,1
1509584400000,6.393,1
1509757200000,8.74,1
1509930000000,8.694,1
1510102800000,7.619,2
1510275600000,8.124,1
1510362000000,5.876,2
1510534800000,9.107,1
