timestamp,price_dollar,sells
1651626000000,1.953,6174
1651712400000,1.51,1844
1651798800000,1.601,1380
1651885200000,1.568,1145
1651971600000,1.46,813
1652058000000,1.342,656
1652144400000,1.258,642
1652230800000,1.285,1045
1652317200000,1.327,1167
1652403600000,1.444,993
1652490000000,1.557,866
1652576400000,1.705,884
1652662800000,1.733,723
1652749200000,1.605,718
1652835600000,1.657,716
1652922000000,1.69,454
1653008400000,1.676,669
1653094800000,1.437,711
1653181200000,1.39,2148
1653267600000,0.899,838
1653354000000,0.92,734
1653440400000,0.969,467
1653526800000,1,543
1653613200000,0.97,402
1653699600000,0.909,370
1653786000000,0.87,340
1653872400000,0.862,282
1653958800000,0.839,296
1654045200000,0.807,292
1654131600000,0.775,2346
1654218000000,0.34,8426
1654304400000,0.39,5605
1654390800000,0.405,5115
1654477200000,0.375,3910
1654563600000,0.382,3419
1654650000000,0.376,3183
1654736400000,0.4,3049
1654822800000,0.374,3448
1654909200000,0.365,3232
1654995600000,0.348,3164
1655082000000,0.335,2893
1655168400000,0.358,2806
1655254800000,0.393,3749
1655341200000,0.373,3996
1655427600000,0.351,3408
1655514000000,0.337,3035
1655600400000,0.352,3144
1655686800000,0.35,2689
1655773200000,0.338,2834
1655859600000,0.323,3226
1655946000000,0.305,2427
1656032400000,0.315,2497
1656118800000,0.323,2330
1656205200000,0.328,2239
1656291600000,0.322,2011
1656378000000,0.328,1945
1656464400000,0.35,1981
1656550800000,0.351,1870
1656637200000,0.362,1878
1656723600000,0.368,3071
1656810000000,0.357,2847
1656896400000,0.362,2714
1656982800000,0.349,2777
1657069200000,0.342,2852
1657155600000,0.312,2620
1657242000000,0.295,2491
1657328400000,0.302,2835
1657414800000,0.305,2938
1657501200000,0.295,2599
1657587600000,0.286,2446
1657674000000,0.29,1701
1657760400000,0.288,1992
1657846800000,0.286,1951
1657933200000,0.289,1832
1658019600000,0.316,2259
1658106000000,0.317,2168
1658192400000,0.322,2042
1658278800000,0.334,1491
1658365200000,0.32,2289
1658451600000,0.324,2111
1658538000000,0.312,2035
1658624400000,0.293,2049
1658710800000,0.292,2061
1658797200000,0.292,1862
1658883600000,0.295,1910
1658970000000,0.29,1733
1659056400000,0.301,1726
1659142800000,0.298,1919
1659229200000,0.295,1882
1659315600000,0.295,1936
1659402000000,0.313,2181
1659488400000,0.319,2082
1659574800000,0.323,1872
1659661200000,0.329,1760
1659747600000,0.337,1772
1659834000000,0.324,1991
1659920400000,0.323,1923
1660006800000,0.334,1111
1660093200000,0.323,1642
1660179600000,0.316,1576
1660266000000,0.308,1814
1660352400000,0.302,1843
1660438800000,0.295,1292
1660525200000,0.288,1168
1660611600000,0.278,1461
1660698000000,0.258,1837
1660784400000,0.221,1469
1660870800000,0.213,1056
1660957200000,0.225,1378
1661043600000,0.228,1147
1661130000000,0.227,967
1661216400000,0.231,1030
1661302800000,0.225,1268
1661389200000,0.225,1120
1661475600000,0.221,1164
1661562000000,0.215,1085
1661648400000,0.219,1159
1661734800000,0.223,1023
1661821200000,0.218,1107
1661907600000,0.221,1019
1661994000000,0.217,1158
1662080400000,0.217,1195
1662166800000,0.216,1391
1662253200000,0.223,1008
1662339600000,0.238,906
1662426000000,0.244,838
1662512400000,0.245,860
1662598800000,0.255,961
1662685200000,0.258,1042
1662771600000,0.254,1086
1662858000000,0.244,1086
1662944400000,0.255,933
1663030800000,0.26,1018
1663117200000,0.264,1010
1663203600000,0.286,1068
1663290000000,0.284,1155
1663376400000,0.271,1919
1663462800000,0.258,1225
1663549200000,0.256,976
1663635600000,0.262,1033
1663722000000,0.256,1143
1663808400000,0.259,1037
1663894800000,0.254,1147
1663981200000,0.252,1327
1664067600000,0.256,1264
1664154000000,0.252,1079
1664240400000,0.253,987
1664326800000,0.263,1004
1664413200000,0.263,1117
1664499600000,0.268,1287
1664586000000,0.265,1514
1664672400000,0.261,1782
1664758800000,0.263,1253
1664845200000,0.263,1138
1664931600000,0.255,1150
1665018000000,0.248,1101
1665104400000,0.245,1021
1665190800000,0.246,1097
1665277200000,0.244,1134
1665363600000,0.243,1010
1665450000000,0.259,1365
1665536400000,0.258,863
1665622800000,0.25,1150
1665709200000,0.24,977
1665795600000,0.253,1697
1665882000000,0.255,1466
1665968400000,0.253,1354
1666054800000,0.249,1853
1666141200000,0.25,1177
1666227600000,0.259,1144
1666314000000,0.262,1889
1666400400000,0.274,2428
1666486800000,0.263,1322
1666573200000,0.258,1066
1666659600000,0.265,1078
1666746000000,0.292,801
1666832400000,0.316,881
1666918800000,0.349,946
1667005200000,0.347,1165
1667091600000,0.307,985
1667178000000,0.291,869
1667264400000,0.296,1038
1667350800000,0.292,763
1667437200000,0.306,1138
1667523600000,0.323,898
1667610000000,0.326,931
1667696400000,0.338,1000
1667782800000,0.323,764
1667869200000,0.33,672
1667955600000,0.356,737
1668042000000,0.356,768
1668128400000,0.364,747
1668214800000,0.353,982
1668301200000,0.331,938
1668387600000,0.307,695
1668474000000,0.316,544
1668560400000,0.321,780
1668646800000,0.323,491
1668733200000,0.314,514
1668819600000,0.301,732
1668906000000,0.295,576
1668992400000,0.28,502
1669078800000,0.282,590
1669165200000,0.269,779
1669251600000,0.289,781
1669338000000,0.292,623
1669424400000,0.286,600
1669510800000,0.288,709
1669597200000,0.294,596
1669683600000,0.304,613
1669770000000,0.308,545
1669856400000,0.336,455
1669942800000,0.352,589
1670029200000,0.346,597
1670115600000,0.337,650
1670202000000,0.342,421
1670288400000,0.33,532
1670374800000,0.341,443
1670461200000,0.355,491
1670547600000,0.348,412
1670634000000,0.363,527
1670720400000,0.375,530
1670806800000,0.356,340
1670893200000,0.355,432
1670979600000,0.347,583
1671066000000,0.338,459
1671152400000,0.343,405
1671238800000,0.368,383
1671325200000,0.357,464
1671411600000,0.359,387
1671498000000,0.373,320
1671584400000,0.367,309
1671670800000,0.362,508
1671757200000,0.364,412
1671843600000,0.367,508
1671930000000,0.357,391
1672016400000,0.38,438
1672102800000,0.373,370
1672189200000,0.369,255
1672275600000,0.38,356
1672362000000,0.386,451
1672448400000,0.399,312
1672534800000,0.407,428
1672621200000,0.405,316
1672707600000,0.394,381
1672794000000,0.401,346
1672880400000,0.446,781
1672966800000,0.445,288
1673053200000,0.455,305
1673139600000,0.5,397
1673226000000,0.501,391
1673312400000,0.472,267
1673398800000,0.477,235
1673485200000,0.447,403
1673571600000,0.472,238
1673658000000,0.484,767
1673744400000,0.492,432
1673830800000,0.478,234
1673917200000,0.481,252
1674003600000,0.491,282
1674090000000,0.497,270
1674176400000,0.483,217
1674262800000,0.498,308
1674349200000,0.501,444
1674435600000,0.515,256
1674522000000,0.528,321
1674608400000,0.551,435
1674694800000,0.58,262
1674781200000,0.601,262
1674867600000,0.617,315
1674954000000,0.618,377
1675040400000,0.625,275
1675126800000,0.619,247
1675213200000,0.623,310
1675299600000,0.647,285
1675386000000,0.7,487
1675472400000,0.721,341
1675558800000,0.786,545
1675645200000,0.745,264
1675731600000,0.798,511
1675818000000,0.838,264
1675904400000,0.85,275
1675990800000,0.783,668
1676077200000,0.694,440
1676163600000,0.705,370
1676250000000,0.722,337
1676336400000,0.672,286
1676422800000,0.684,325
1676509200000,0.74,340
1676595600000,0.746,333
1676682000000,0.699,297
1676768400000,0.673,424
1676854800000,0.686,360
1676941200000,0.682,246
1677027600000,0.692,254
1677114000000,0.677,236
1677200400000,0.686,329
1677286800000,0.74,421
1677373200000,0.746,422
1677459600000,0.75,336
1677546000000,0.806,585
1677632400000,0.914,743
1677718800000,1.051,615
1677805200000,1.109,564
1677891600000,1.052,552
1677978000000,0.979,371
1678064400000,0.965,376
1678150800000,0.964,362
1678237200000,0.962,323
1678323600000,0.963,344
1678410000000,0.977,318
1678496400000,0.994,345
1678582800000,1.017,699
1678669200000,1.063,379
1678755600000,1.066,582
1678842000000,1.148,539
1678928400000,1.25,477
1679014800000,1.214,422
1679101200000,1.092,489
1679187600000,1.105,386
1679274000000,1.122,537
1679360400000,1.247,638
1679446800000,1.675,1215
1679533200000,1.598,880
1679619600000,1.784,655
1679706000000,2.344,1163
1679792400000,2.495,1156
1679878800000,2.791,974
1679965200000,2.725,890
1680051600000,2.488,941
1680138000000,2.869,789
1680224400000,2.983,406
1680310800000,2.837,847
1680397200000,2.545,872
1680483600000,2.437,596
1680570000000,2.295,571
1680656400000,2.257,637
1680742800000,2.15,811
1680829200000,2.099,456
1680915600000,2.116,443
1681002000000,2.167,431
1681088400000,2.04,413
1681174800000,1.955,390
1681261200000,1.982,337
1681347600000,2.164,450
1681434000000,2.519,513
1681520400000,2.663,341
1681606800000,2.701,335
1681693200000,2.385,342
1681779600000,2.4,258
1681866000000,2.53,349
1681952400000,2.485,344
1682038800000,2.506,386
1682125200000,2.519,464
1682211600000,2.363,520
1682298000000,2.268,135
1682341200000,2.16,14
1682344800000,2.244,21
1682348400000,2.21,19
1682352000000,2.16,17
1682355600000,2.15,9
1682359200000,2.175,35
1682362800000,2.21,24
1682366400000,2.16,21
1682370000000,2.16,52
1682373600000,2.334,19
1682377200000,2.16,8
1682380800000,2.16,8
1682384400000,2.27,19
1682388000000,2.16,23
1682391600000,2.16,40
1682395200000,2.16,14
1682398800000,2.135,14
1682402400000,2.16,40
1682406000000,2.14,16
1682409600000,2.15,25
1682413200000,2.001,32
1682416800000,1.86,19
1682420400000,1.89,23
1682424000000,1.89,26
1682427600000,1.89,43
1682431200000,1.9,31
1682434800000,1.89,22
1682438400000,1.9,40
1682442000000,1.9,32
1682445600000,1.903,38
1682449200000,1.894,31
1682452800000,1.907,28
1682456400000,1.901,25
1682460000000,1.85,22
1682463600000,1.85,3
1682467200000,1.978,23
1682470800000,1.8,25
1682474400000,2.016,18
1682478000000,1.89,10
1682481600000,1.9,8
1682485200000,1.845,6
1682488800000,1.873,4
1682492400000,1.835,7
1682496000000,1.835,5
1682499600000,1.857,7
1682503200000,1.79,15
1682506800000,1.91,13
1682510400000,1.916,44
1682514000000,1.857,13
1682517600000,1.905,4
1682521200000,1.92,21
1682524800000,1.96,16
1682528400000,1.978,35
1682532000000,1.95,20
1682535600000,1.9,140
1682539200000,1.986,28
1682542800000,2.079,24
1682546400000,2.01,16
1682550000000,1.97,7
1682553600000,1.994,10
1682557200000,1.998,8
1682560800000,2.185,12
1682564400000,2.283,14
1682568000000,2.295,4
1682571600000,2.19,7
1682575200000,2.294,6
1682578800000,2.026,22
1682582400000,2.36,56
1682586000000,2.055,14
1682589600000,1.994,8
1682593200000,1.98,6
1682596800000,1.8,122
1682600400000,2,41
1682604000000,2.033,14
1682607600000,2.32,7
1682611200000,1.955,10
1682614800000,1.874,17
1682618400000,2.06,13
1682622000000,2.171,22
1682625600000,1.966,12
1682629200000,1.92,18
1682632800000,2.217,8
1682636400000,1.936,9
1682640000000,1.957,4
1682643600000,1.872,2
1682647200000,1.94,16
1682650800000,1.01,31
1682654400000,2.006,12
1682658000000,2.006,2
1682661600000,1.42,6
1682665200000,2.004,6
1682668800000,2.068,5
1682672400000,1.894,3
1682676000000,1.828,4
1682679600000,1.919,14
1682683200000,2.063,13
1682686800000,2.05,10
1682690400000,1.96,13
1682694000000,2.101,25
1682697600000,2.116,13
1682701200000,2.1,39
1682704800000,2.066,13
1682708400000,1.98,11
1682712000000,2,22
